8T	AV1	AV2	B	C1	C2	D	DV	G	GE	H	IN12	IN2	IN5	M	MNP1	MNP2	MNP3	MST	N1	N3	N5	N6	N8	NK1	NK2	NKT1	NKT2	NP	P	PDC	PT1	PT2	PT3	Th	Group
0	4.116380019	0.743218627	0.439134527	0.004177277	0	0.038896255	3.724839169	1.786060937	1.734625722	0	0	0	0	5.52635733	0.798835842	1.190677083	0.19403708	0.014376989	0	0	0	0	2.939941916	0.137926869	1.19158219	0	0	0.772083511	0	0.1208583	0	0	0	0	Group1
0	3.779111328	1.004177278	0.602476119	0	0	0	3.454766921	2.36347004	1.57358208	0	0	0	0	5.741384413	0.542454697	0.535374734	0.062401833	0.004110303	0	0	0	0	3.778034905	0.010981076	1.395514293	0	0	0.733665496	0.135295495	0.213206495	0	0	0.009749542	0	Group1
0	2.676066493	0.938709589	0.57056014	0	0	0	4.567350174	1.989507956	1.001631592	0	0	0	0	4.567266699	0.66995235	0.378614288	0.22757703	0.001784813	0	0	0	0	2.703931002	0	1.320909521	0	0	1.157468695	0.118834101	0.251700001	0	0	0	0	Group1
0	3.237046599	1.200503559	0.379438252	0	0	0	3.701335942	3.09903115	1.867986957	0	0	0	0	4.709862987	0.327303821	0.610437045	0.405526683	0.013904836	0	0	0	0	3.30932208	0	1.082824417	0	0	0	0.012659798	0.083636188	0	0	0.016024899	0	Group1
0	1.991791512	1.295224714	0.237706649	0	0	0	2.290647785	1.305073671	1.501339722	0	0	0	0	6.084088974	0.504443331	0.75878504	0.294770755	0.019380221	0	0	0	0	3.223246141	0	1.151895941	0	0	0.296127739	0.37567342	0.064137456	0	0	0.258520506	0	Group1
0	3.402582158	0.936562919	0.155700373	0	0	0	4.965050206	2.871783221	1.599967373	0	0	0	0	4.464189583	0.218802545	0.752133546	0.109266578	0.012362948	0	0	0	0	3.358409126	0	0.955625883	0	0	0	0.194660856	0.229607057	0	0	0.030850379	0	Group1
0.101011456	3.573755339	0.97922598	0.341577216	0	0	0	3.814028056	1.721660136	1.55744619	0	0	0	0	3.799072402	0.893510941	1.378050923	0.216380861	0.007122848	0	0	0	0	2.015986308	0	1.156356986	0	0	0	0.070623588	0	0	0	0	0	Group1
0	2.708702558	1.028885947	0.300192014	0	0	0	4.193004763	2.094241241	2.282504865	0	0	0	0	4.593696479	0.690422709	0.367058037	0.310177631	0.009499431	0	0	0	0	2.476479353	0	0.781496003	0	0	0.315940184	0.132300697	0.233946274	0	0	0.038939306	0	Group1
0	2.49930231	0.964051585	0.257731757	0	0	0	4.449330049	3.188409862	1.603385905	0	0	0	0	5.462947188	0.486827213	0.302784877	0.15623408	0.008442996	0	0	0	0	1.428482971	0.012831827	0.717293911	0	0	0.364166408	0	0.084469348	0	0	0	0	Group1
0	4.14046215	0.574311251	0.285560511	0	0	0	5.491064241	3.24920952	1.786613335	0	0	0	0	5.692101842	0.764037473	0.433742686	0.375696289	0.012321947	0	0	0	0	2.289848812	0.526133095	0.871759472	0	0	0.060082691	0	0.187214124	0	0	0	0	Group1
0	3.695858411	1.585089684	0.204472649	0	0	0	4.233245256	3.444476375	2.041114348	0	0.03575483	0	0	6.421045292	0.436016115	0.66410071	0.240676765	0.000997528	0	0	0	0	2.133899654	0	0.952551174	0	0	0.407163251	0	0.068173222	0	0	0	0	Group1
0	4.321318439	1.018462255	0.622475279	0	0	0	3.180870618	3.600577715	1.64914467	0	0	0	0	7.722506861	0.575476648	0.395543	0.390137929	0.021463589	0	0	0	0	3.680572889	0	1.264243811	0	0	0.441161258	0.156155005	0.156882003	0	0	0	0	Group1
0	3.741089167	1.198932939	0.314742104	0	0	0	3.16284319	3.472111142	2.240301256	0	0	0	0	8.374839223	0.253911261	0.347440481	0.192232749	0.011742384	0	0	0	0	3.362613671	0	1.13204948	0	0	0	0	0.249128555	0	0	0	0	Group1
0	4.467640554	0.87036156	0.475167383	0	0	0	5.056856983	3.242393047	1.130234314	0	0	0	0	6.820779272	0.90041199	0.56368719	0.414564178	0.005597774	0	0	0	0	2.504133121	0	0.951423685	0	0	0.63415402	0.109200135	0.162554637	0	0	0	0	Group1
0	4.153523644	0.778907529	0.412024559	0	0	0	3.819618548	3.967743888	1.481993486	0	0	0	0	7.02482822	0.399044596	1.822670032	0.162578189	0.0134092	0	0	0	0	4.040471869	0	1.211190605	0	0	0.084200519	0	0.284850574	0	0	0.066263328	0	Group1
0	4.629465444	0.706634218	0.640794766	0	0	0.06523021	3.145217221	3.250598252	1.964739623	0	0	0	0	5.870691794	0.438010293	0.639688812	0.407781978	0.020767454	0	0	0	0	3.671291852	0.109188665	1.24417593	0	0	0	0	0.148275038	0	0	0.064061225	0	Group1
0	4.296532866	1.119744383	0.461365447	0	0	0	3.271025332	2.920232522	1.730955883	0	0	0	0	7.454064129	0.592773946	0.578972535	0.783627971	0.017452894	0	0	0	0	4.800217412	0.045296973	1.528286983	0	0	0.30639475	0.585176349	0.367155602	0	0	0.738236207	0	Group1
0	4.86417316	0.66490065	0.078407333	0	0	0.075109449	2.710563196	1.329823179	1.337438283	0	0	0	0	5.73733969	0.273397331	0.67290601	0.766383831	0.017743663	0	0	0	0	3.543065004	0	1.334700702	0	0	0	0	0.119825669	0	0	0.548568826	0	Group1
0	4.514464176	1.591965906	0.389137563	0	0	0	2.768690877	1.096807986	1.303644201	0	0	0	0	7.632316451	0.056134074	0.45690224	0.751042163	0.024775183	0	0	0	0	5.039521931	0	1.37870187	0	0	0	0.416628074	0.241416076	0	0	0.905253421	0	Group1
0	4.722800037	1.048888133	0.508756197	0.109694193	0	0	2.792690838	2.373739603	1.176984619	0	0.186718161	0	0	7.811971946	0	0.428150196	0.620034541	0.028117601	0	0	0	0	5.150565057	0	2.003129257	0	0	1.046476517	0.457160689	0.290998918	0	0	0.359072003	0	Group1
0	4.506907	1.557451123	0.636839148	0.09457668	0	0	4.061275799	2.564483521	1.226838419	0	0	0	0	6.851803511	0.150137318	0.613802692	0.501158113	0.024958057	0	0	0	0	4.653357888	0	1.462281571	0	0	0.323337892	0	0.147998004	0	0	0.038372115	0	Group1
0	1.651220148	0.932116175	0.333214201	0.130130442	0	0	2.768756704	2.396668402	0.736731307	0	0	0	0	4.664706047	0.246315784	0.837939562	0.07533713	0	0	0	0	0	3.684347856	0	1.190233267	0	0	0.046837264	0	0.111212983	0	0	0	0	Group1
0	5.069898122	0.564689007	0.272792237	0.018162785	0	0	3.465921482	2.49253949	1.105185833	0	0	0	0	6.668768189	0.497405579	1.071778759	0.23573788	0.014576233	0	0	0	0	3.709633618	0	1.499286997	0	0	0	0.27321581	0.384444578	0	0	0.258931872	0	Group1
0	2.851402166	1.440864957	0.330832833	0	0	0	4.67363821	2.54552575	1.737114818	0	0	0	0	7.416719803	0.536441491	0.841477372	0.544950647	0.012008213	0	0	0	0	2.597653986	0.17443964	0.896219397	0	0	0.450447308	0.097591008	0.113787471	0	0	0	0	Group1
0	5.715928218	0.837863893	0.407544604	0	0	0	3.211872049	2.153825569	1.980365084	0	0	0	0	6.662041527	0.34408517	0.523911813	0.625817771	0.016884489	0	0	0	0	2.015062703	0	0.797885345	0	0	0.064595743	0	0.158505161	0	0	0	0	Group1
0	4.773215042	0.650918993	0.35959534	0	0	0	2.753182181	4.142069957	1.300518231	0	0	0	0	8.273900098	0.250519143	0.727349131	0.238504107	0.011079712	0	0	0	0	2.089004956	0	0.811462338	0	0	0	0	0.209305099	0	0	0	0	Group1
0	2.7068595	0.897610175	0.316191132	0	0	0	4.796546841	2.242599651	1.177907242	0	0	0	0	5.867169392	0.67695307	0.555060317	0.47672696	0.020776304	0	0	0	0	2.71960994	0.181381983	1.058549129	0	0	0	0.109857801	0.122624674	0	0	0	0	Group1
0	5.757221024	1.360954759	0.432601949	0	0	0	4.079724114	3.42436873	0.781040965	0	0	0	0	6.075475337	0.383807389	0.787496974	0.552798447	0.024692739	0	0	0	0	4.187421318	0.029919251	1.158563154	0	0	0.830728748	0	0.181682972	0	0	0	0	Group1
0	4.386695018	1.361499539	0.55644402	0	0	0	2.642256794	3.058249236	1.504682645	0	0.104666464	0	0	7.242609772	0.215790573	0.298834854	0.438098519	0.012646582	0	0	0	0	3.963027068	0	1.366500035	0	0	0.532109867	0	0.252480596	0	0	0.434697433	0	Group1
0	7.15000946	0.673611018	0.684883059	0	0	0	3.477689321	3.951260935	0.951122196	0	0	0	0	7.381331215	0.213991849	0.323040746	0.701262911	0.015010226	0	0	0	0	3.880285015	0	1.267713531	0	0	0.297008115	0	0.201872299	0	0	0.062376498	0	Group1
0.010985127	3.818546231	0.977556051	0.47330355	0	0	0	4.555995153	2.859404894	1.641549942	0	0	0	0	6.672579046	0.356225397	0.903823571	0.492989671	0.001446223	0	0	0	0	2.811843802	0	1.0670963	0	0	0	0.012054048	0.01277193	0	0	0.06040744	0	Group1
0	5.396285142	1.137898046	0.389669905	0	0	0	3.541408245	3.995968267	1.378114096	0	0	0	0	8.215109338	0.134155564	0.613783524	0.293094101	0.013073831	0	0	0	0	4.536765656	0	1.650687955	0	0	0	0	0.268225626	0	0	0.126674553	0	Group1
0	0.831768313	0.211017042	0	4.769630993	0	12.41672346	0.034920872	0	0.302823767	0	0	0	0	1.390719442	0	0.048387215	0.088108107	0.005774565	0	0	0	0	6.305215087	0	0.20748382	0	0	0	0.962200835	0.11023018	0	0	0	0	Group1
0	0.287053402	2.090103951	0	2.048841734	0	1.276303903	0.18157824	0	0.100025022	0	0	0	0	2.289585055	0.142373389	0.249326478	0.596754913	0	0	0	0	0	4.416561205	0	0.007168928	0	0	0	0.358351866	0.148169557	0	0	3.739820768	0	Group1
0	0.603089486	0	0	3.054894902	0	14.10562946	0.059616167	0	0.223743299	0	0	0	0	2.525199413	0	0	0	0	0	0	0	0	5.448648718	0	0.279443867	0	0	0	0	0.338651956	0	0	0	0	Group1
0	0.613045435	0.968496539	0	1.067653597	0	1.221013321	0.219594816	0	0.107103953	0	0	0	0	2.101191041	0.105971156	0	0.059109962	0	0	0	0	0	5.728279884	0	0.263381247	0	0	0.090716842	0.028453213	0.248079282	0	0	2.264272183	0	Group1
0	1.150187829	0	0.015930066	0.563326024	0	5.04689551	0.086583357	0	0.248616526	0	0	0	0	1.723582186	0	0	0.090837207	0	0	0	0	0	15.11712496	0.02641517	0.569854051	0	0	0	0.430580411	0.250770722	0	0	0	0	Group1
0	0.449783645	1.392404634	0.247224813	0.196365504	0	0.064326853	0.225272069	0	0.131270423	0	0	0	0	2.462819773	0.208531238	0.081581674	0.434022324	0.008562587	0	0	0	0	4.967274478	0	0.274441836	0	0	0	0.134814759	0.186101167	0	0	5.702520132	0	Group1
0	0.847891593	0	0.041195153	0.082445755	0	14.37705662	0.010387035	0	0	0	0.000326863	0	0	1.668584116	0	0	0	0	0	0	0	0	3.407188945	0	0.124626939	0	0	0	0	0.135577695	0	0	0	0	Group1
0	0.96450267	0.67844781	0.113646748	0.344868089	0	0.906904837	0.529844312	0	0.087196569	0	0	0	0	2.00527897	0.034746908	0.173047993	0	0	0	0	0	0	3.229133268	0	0.326625936	0	0	0	0.106146204	0.25791115	0	0	0.387468794	0	Group1
0	1.223252841	0.076758029	0.308197464	0.067983307	0	0	0.319908928	0	0.277260468	0	0	0	0	2.088421631	0	0	0	0.002903513	0	0	0	0	15.44989626	0	0.112417243	0	0	0	0.315983024	0.131373126	0	0	0.224300115	0	Group1
0	2.003638195	1.56674339	0.183874928	0	0	0	0.100181984	0	0	0	0.115924568	0	0	4.754970988	0.087367733	0.034467016	0.603503151	0.009713145	0	0	0	0	4.843877846	0	0.618608382	0	0	0	0.001742042	0.231670176	0	0	1.246282309	0	Group1
0	1.220630759	0	0.172350384	0.239274614	0	2.867355504	0	0	0.085016679	0	0	0	0	2.063789601	0.014810973	0	0.019485918	0	0	0	0	0	15.52509715	0	0	0	0	0	1.088533425	0.332728725	0	0	0	0	Group1
0	1.369564808	1.572525466	0.125873328	0	0	0	0.097166233	0	0	0	0.150662691	0	0	5.494439402	0.333488257	0.165343319	1.36882004	0.010479682	0	0	0	0	4.498913241	0.09216678	0.203991716	0	0	0	0.101817824	0.239227242	0	0	1.151351462	0	Group1
0	0.788482516	0.171763355	0	0.148379574	0	0.095229117	1.657781103	2.021663934	0.670950851	0	0	0	0	1.701808726	0.358008894	0	0	0.006548405	0	0	0	0.052506872	1.539408652	0.040929639	0.452684565	0	0	0.039295054	0.050486136	0.123796529	0	0	0	0	Group1
0	1.35283134	0.579158825	0.337867146	0.045068208	0	0	3.201366397	2.427092754	0.796133263	0	0	0	0	2.787847061	0.504485952	0	0	0.001494792	0	0	0	0.037826588	1.999121947	0	0.577501072	0	0	0.017314571	0.011713223	0.069316654	0	0	0	0	Group1
0	1.301408415	0.275077681	0	0	0	0.085370665	1.804522101	1.045234002	0.478513742	0	0.004152302	0	0	2.175957094	0.318338177	0.086330152	0	0	0	0	0	0.077528433	1.043612305	0.087589838	0.433102698	0	0	0	0	0.073668454	0	0	0	0	Group1
0	1.741228661	0.268480279	0	0	0	0	1.145077495	2.081702112	0.438837469	0	0	0	0	2.561056162	0.294725221	0.140932625	0	0	0	0	0	0	2.031773144	0	0.868561819	0	0	0.010973633	0	0.0962732	0	0	0	0	Group1
0	1.33210609	0.298695404	0	0.052052972	0	0	1.429763629	2.753154545	0.421609703	0	0.01893883	0	0	2.756564104	0.113069244	0	0	0	0	0	0	0.04985141	1.268799093	0.000424371	0.516490924	0	0	0.049238257	0	0.152224842	0	0	0	0	Group1
0	1.162307244	0.802175549	0.062872776	0	0	0	4.29488891	2.481811296	0.860568232	0	0	0	0	4.131581586	0.655424532	0	0	0.003363933	0	0	0	0	1.719941797	0.036760683	0.36426692	0	0	0.246824937	0.120452094	0.114485381	0	0	0	0	Group1
0	1.193089872	0.911784822	0	0	0	0	2.551734346	2.518369851	0.5087278	0	0	0	0	4.488944894	0.879125825	0	0	0.002468649	0	0	0	0.069547491	2.449098784	0	0.680290251	0	0	0.291816409	0	0.18783814	0	0	0	0	Group1
0	1.377643042	1.593269082	0	0	0	0	2.263012234	2.626431283	1.668232311	0	0.25740109	0	0	5.881558341	0.053720208	0.620128095	0	0	0	0	0	0	3.559605566	0	0.131006945	0	0	0.231095023	0.097190346	0.177503067	0	0	0	0	Group1
0	1.121318013	0.308544339	0	0.313869216	0	0.350731055	1.775047594	2.030060147	0.564490724	0	0.018975225	0	0	2.769582886	0.292116149	0	0	0.005484878	0	0	0	0.018846684	1.854053306	0	0.230369388	0	0	0	0	0.095110629	0	0	0	0	Group1
0.299930381	0.596410274	0.256232569	0	0	0.044833758	0.124190143	1.615198484	1.035571481	0.587618254	0	0	0	0	5.194548789	0.064660867	0.021329229	0	0	0	0	0	0.092379436	2.026557106	0.01508002	0.896049864	0	0	0.562666955	0	0.058744646	0	0	0	0	Group1
0	0.598404565	0.379661652	0	0.008912821	0	0	1.700864737	1.570234112	0.216931771	0	0.03034769	0	0	1.960200604	0.112840187	0.237619218	0	3.24E-06	0	0	0	0.044980008	1.883994434	0.004604379	0.517650693	0	0	0	0.011723841	0.142382721	0	0	0	0	Group1
0	2.856941856	1.058411392	0.000936344	0	0	0	1.760834407	2.745817353	0.745441264	0	0	0	0	7.546229792	0.089777924	0.26955763	0	0	0	0	0	0	1.072138998	0	0.311280623	0	0	0.559338089	0	0	0	0	0	0	Group1
0	0.57965516	0	0	2.075589281	2.457947373	24.53411063	0.06196583	0	0	0	0	0	0	1.072508985	0	0	0	0.003218725	0	0	0	0	5.682750862	0	0.264305727	0	0	0	0	0.050143783	0	0	0	0	Group1
0	1.510339622	0	0	2.237623553	0	3.346187399	0.130964632	0	0	0	0	0	0	1.618557858	0	0	0	0.003319857	0	0	0	0	11.32432385	0	0	0	0	0	0	0	0	0	6.453038539	0	Group1
0	0.678892277	0	0	6.138417571	0.052591325	22.65282339	0.01793353	0	0	0	0	0	0	1.102201012	0	0	0	0.004042258	0	0	0	0	3.702799106	0	0.095281445	0	0	0	0	0	0	0	0.39319939	0	Group1
0	1.789527122	0	0	3.833261336	0	1.899202304	0.024543145	0	0.217099673	0	0	0	0	1.401404863	0	0	0	0	0	0	0	0	3.394114396	0	0.029798264	0	0	0	0	0.032544695	0	0	9.967215747	0	Group1
0	0.447077602	0	0	0.748095541	0.583821862	20.90274548	0.194308388	0	0.149423166	0	0	0	0	1.306655593	0	0	0	0	0	0	0	0	9.02052211	0	0.524835308	0	0	0	0.088016192	0.196275276	0	0	0	0	Group1
0	1.88115613	0.555831544	0	0.536740826	0.010503964	0.44544292	0.034379133	0	0.380302025	0	0	0	0	1.49941434	0	0.063831413	0.783460178	0	0	0	0	0	2.336532897	0	0.477440145	0	0	0	0	0.046934829	0	0	10.32442064	0	Group1
0	0.742571131	0	0.048361172	0.935621563	3.047976314	22.54787469	8.78E-05	0	0	0	0	0	0	1.287126207	0	0	0	0	0	0	0	0	3.78695992	0	0.396930091	0	0	0	0	0.005714797	0	0	0	0	Group1
0	1.30867615	0	0	1.600522437	0	1.024533187	0.21687591	0	0.327134177	0.562877934	0	0	0	1.487197517	0	0	0	0	0	0	0	0	8.829319275	0	0	0	0	0	0	0.01491772	0	0	6.696831871	0	Group1
0	0.352664119	0	0	8.65827478	0.158013611	21.37840732	0.088139859	0	0	0	0	0	0	1.132541928	0	0	0	0	0	0	0	0	3.512829816	0	0	0	0	0	0	0	0	0	0	0	Group1
0	1.114686041	0	0.096280869	1.247313227	0	0.03827636	0.153820062	0	0.003631652	1.706840152	0	0	0	1.883000967	0	0	0.004713422	0.005129555	0	0	0	0	13.50361178	0	0	0	0	0	0	0.000698522	0	0	8.549612519	0	Group1
0	2.893860588	0.157392471	0	0.078882796	0	0	8.352832794	6.639539808	1.501578526	0	0	0	0	5.844864628	0.067851461	0	0.23854853	0.003628446	0	0	0	0	1.335051735	0	0.480550198	0	0	0	0	0.051844753	0	0	0.265181331	0	Group1
0	3.203582675	0.082625569	0	0	0	0	6.655753663	6.642988833	1.56224854	0	0	0	0	5.417100778	0.025530077	0	0.051060967	0	0	0	0	0	1.44046227	0	0.392883233	0	0	0	0	0	0	0	0.381963184	0	Group1
0	1.576906231	0.424666525	0	0.065551836	0	0.290759384	6.489894502	4.955238858	2.076508674	0	0	0	0	6.750686398	0.086513167	0.283240214	0	0	0	0	0	0	3.518878973	0	0.35016865	0	0	0	0	0	0	0	1.109411871	0	Group1
0	3.454775875	0.029202988	0	0.04415582	0	0	6.907785733	5.590206977	1.458180823	0	0	0	0	5.085854125	0.189542324	0.035460595	0.13864115	0	0	0	0	0	2.969936231	0	0.372264607	0	0	0	0	0.051304065	0	0	0.400438991	0	Group1
0	3.319698644	0.335462894	0.015479676	0.005595936	0	0	8.650009391	7.207687859	0.708795003	0	0	0	0	7.734368087	0	0.319881392	0.265403841	0	0	0	0	0	2.127852559	0	0.65251193	0	0	0	0	0	0	0	0	0	Group1
0	2.645017466	0	0	0	0	0	8.889485382	7.4338915	1.574506977	0	0	0	0	6.080069765	0	0.085126328	0.049621175	0	0	0	0	0	1.206476293	0	0.317808908	0	0	0	0	0	0	0	0.096474616	0	Group1
0	3.319156897	0	0.001052505	0.020152185	0	0	5.985892255	6.561174162	1.489215378	0	0	0	0	10.51548367	0	0	0.444367786	0.001963048	0	0	0	0	3.296001062	0	0.476427959	0	0	0	0	0.048951009	0	0	0.321020354	0	Group1
0	1.871638458	0	0	0	0	0	9.646677958	6.129889953	1.916049316	0	0	0	0	8.14245055	0.052748762	0.041355617	0.060174434	0	0	0	0	0	1.670347977	0	0.128809395	0	0	0	0	0	0	0	0	0	Group1
0	2.385266823	0.100640966	0	0	0	0	8.084780202	6.477984428	1.674083592	0	0	0	0	6.711091142	0.070329957	0	0.063947226	0.004132228	0	0	0	0	1.183458784	0	0.309396542	0	0	0	0	0.045649548	0	0	0	0	Group1
0	2.772914395	0.211570317	0	0	0	0	8.810097225	6.296610983	1.153448672	0	0	0	0	6.970948485	0	0	0.10973697	0	0	0	0	0	0.829254682	0	0.330648564	0	0	0	0	0.04088463	0	0	0	0	Group1
0	2.984515372	0.306415196	0	0.060949068	0	0	7.583704019	6.792417748	1.036797771	0	0	0	0	6.545691296	0	0.027677704	0.08407099	0	0	0	0	0	1.239014254	0	0.135551454	0	0	0	0	0.025900939	0	0	0	0	Group1
0	1.323043812	0.394534707	0	0	0	0	6.023232651	4.428492127	1.501712678	0	0	0	0	4.547724136	0.014352578	0.061503059	0	0.009059065	0	0	0	0	1.729813706	0	0.28013263	0	0	0	0	0.045756497	0	0	0	0	Group1
0	3.809268234	0	0	0	0	0	6.185349622	7.20026292	0.934004654	0	0	0	0	5.646872949	0.010083241	0	0	0.004020319	0	0	0	0	1.710783243	0	0.467571276	0	0	0	0	0.101811339	0	0	0	0	Group1
0	2.376475463	0.121967517	0.044314189	0	0	0	6.614724091	5.148314546	1.810099068	0	0	0	0	5.79835486	0	0	0	0.01623858	0	0	0	0	1.374279593	0	0.54438833	0	0	0	0	0.158763394	0	0	0	0	Group1
0	2.569222395	0.232324469	0.472869709	0	0	0	7.257963623	4.258388033	1.894234065	0	0	0	0	9.518135552	0	0	0.038503189	0.000368872	0	0	0	0	0.776777644	0	0.433820333	0	0	0	0	0.008795408	0	0	0	0	Group1
0	2.098668698	0.198050329	0	0	0	0	6.296034868	4.322772764	1.691572141	0	0	0	0	7.113397853	0.025905814	0	0.223012627	0	0	0	0	0	1.077027173	0	0.485884899	0	0	0	0	0.054590311	0	0	0	0	Group1
0	2.520975266	0.004621	0	0	0	0	4.479140634	4.931163397	1.34260236	0	0	0	0	6.686380006	0	0.05818401	0.160638553	0	0	0	0	0	2.660717765	0	0.157293112	0	0	0	0	0	0	0	0.30458159	0	Group1
0	4.156513603	0	0	0	0	0	4.267593854	5.193834134	1.870680171	0	0	0	0	7.552566819	0	0	0.080186712	0	0	0	0	0	2.221837787	0	0.2305434	0	0	0	0	0	0	0	0.013477038	0	Group1
0	1.06240291	0	0	0	0	0	6.06538889	5.975756735	1.167074908	0	0	0	0	5.704341193	0.065728064	0.056045795	0.077156823	0	0	0	0	0	1.856045711	0	0.365209079	0	0	0	0	0.18208739	0	0	0.182333856	0	Group1
0	1.153643646	0.380209895	0	0	0	0	5.831751218	3.709798145	1.101215209	0	0	0	0	5.144793117	0.081324129	0.149586729	0.000583375	0	0	0	0	0	1.009256984	0.056127293	0.438137716	0	0	0	0	0.064882152	0	0	0	0	Group1
0	1.140378466	0	0.06695656	0	0	0.019045615	5.883147	5.160563913	1.465088987	0	0	0	0	3.867514835	0	0	0	0	0	0	0	0	0.284046169	0	0.288209977	0	0	0	0	0.012213724	0	0	0	0	Group1
0	2.896823841	0	0	0.14973712	0	0	6.652316186	4.117518382	0.560049196	0	0	0	0	5.346432185	0.141206806	0.103489411	0.185627606	0	0	0	0	0	0.729844263	0	0.370286132	0	0	0	0	0.00101953	0	0	0	0	Group1
0	1.31812211	0.003468035	0.033944456	0	0	0	6.230345521	4.337812283	1.794157093	0	0	0	0	7.272672717	0.041911092	0.067106677	0.333811029	0.020619671	0	0	0	0	0.881882264	0	0.477298367	0	0	0	0	0.080678993	0	0	0	0	Group1
0	1.987829701	0	0	0	0	0.072343703	7.036104271	5.027997163	1.015875364	0	0	0	0	5.193747098	0.037124797	0	0	0	0	0	0	0	0.740539596	0	0.350648557	0	0	0	0	0.100577725	0	0	0	0	Group1
